type,question,answer,explanation
MCQ_Director,"Ai là đạo diễn của phim 'Star Wars: Episode I – The Phantom Menace'?
A. Ray J
B. George Lucas
C. Christopher Nolan
D. Brad Bird",B,Đạo diễn của 'Star Wars: Episode I – The Phantom Menace' là George Lucas.
MCQ_Director,"Ai là đạo diễn của phim 'Cloverfield'?
A. Ray J
B. Akiva Schaffer
C. Matt Reeves
D. Sam Raimi",C,Đạo diễn của 'Cloverfield' là Matt Reeves.
MCQ_Director,"Ai là đạo diễn của phim 'The Other Guys'?
A. George Clooney
B. Aaron Toronto
C. Adam McKay
D. Dustin Nguyen",C,Đạo diễn của 'The Other Guys' là Adam McKay.
1-hop_YesNo,Leonardo DiCaprio có tham gia bộ phim 'The Aviator' không?,Yes,"Đúng, Leonardo DiCaprio là diễn viên trong phim The Aviator."
2-hop_CoActor,Sarah Jessica Parker và Malcolm Gets có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Sex and the City'."
MCQ_Director,"Ai là đạo diễn của phim 'Mall'?
A. Stephen Hillenburg
B. Barry Levinson
C. Joe Hahn
D. Craig Chester",C,Đạo diễn của 'Mall' là Joe Hahn.
Family_YesNo,Jamie Lee Curtis có phải là cha/mẹ của Janet Leigh không?,No,"Sai, Jamie Lee Curtis là con của Janet Leigh."
MCQ_Director,"Ai là đạo diễn của phim 'Constantine'?
A. Jayvee Mai The Hiep
B. Ben Affleck
C. Drake Doremus
D. Francis Lawrence",D,Đạo diễn của 'Constantine' là Francis Lawrence.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'The Proposal' không?,No,"Sai, Martha Lynch Levacy không tham gia phim The Proposal."
2-hop_CoActor,Emily Stofle và Jane Fonda có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'The Hateful Eight'?
A. Chris Columbus
B. Gary Trousdale
C. Q3772
D. Rob Cohen",C,Đạo diễn của 'The Hateful Eight' là Q3772.
2-hop_CoActor,Emily Stofle và Henry Fonda có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Emily Stofle và LaTanya Richardson có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Nancy Drew' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Nancy Drew."
2-hop_CoActor,Emily Stofle và Lloyd Bridges có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Survivor' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Survivor."
Family_YesNo,Anton Yelchin có phải là cha/mẹ của Viktor Yelchin không?,No,"Sai, Anton Yelchin là con của Viktor Yelchin."
Family,Cha/Mẹ của Dwayne Johnson là ai?,Rocky Johnson,Rocky Johnson là cha/mẹ của Dwayne Johnson.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Star Wars: Episode III – Revenge of the Sith' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Star Wars: Episode III – Revenge of the Sith."
MCQ_Director,"Ai là đạo diễn của phim 'Rush Hour'?
A. Jon Turteltaub
B. Josh Cooley
C. Brett Ratner
D. Terry Gilliam",C,Đạo diễn của 'Rush Hour' là Brett Ratner.
MCQ_Director,"Ai là đạo diễn của phim 'Charlie and the Chocolate Factory'?
A. James Nguyen
B. Tim Burton
C. Jackie Chan
D. Richard Linklater",B,Đạo diễn của 'Charlie and the Chocolate Factory' là Tim Burton.
MCQ_Director,"Ai là đạo diễn của phim 'Mission: Impossible – Rogue Nation'?
A. Sean Penn
B. Gary Trousdale
C. Christopher McQuarrie
D. Oliver Stone",C,Đạo diễn của 'Mission: Impossible – Rogue Nation' là Christopher McQuarrie.
2-hop_CoActor,Emily Stofle và Peter Mayhew có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
Family,Cha/Mẹ của Christopher Reeve là ai?,Barbara Pitney Lamb,Barbara Pitney Lamb là cha/mẹ của Christopher Reeve.
Family_YesNo,Noah Baumbach có phải là cha/mẹ của Jonathan Baumbach không?,No,"Sai, Noah Baumbach là con của Jonathan Baumbach."
2-hop_CoActor,Seth Rogen và Paul Dano có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Fabelmans'."
2-hop_CoActor,Emily Stofle và Donald Lynch có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'School of Rock'?
A. Sean Penn
B. Patty Jenkins
C. Francis Lawrence
D. Richard Linklater",D,Đạo diễn của 'School of Rock' là Richard Linklater.
1-hop_YesNo,Julianne Hough có tham gia bộ phim 'Dirty Grandpa' không?,Yes,"Đúng, Julianne Hough là diễn viên trong phim Dirty Grandpa."
MCQ_Director,"Ai là đạo diễn của phim 'Jurassic Park III'?
A. John Francis Daley
B. Joe Johnston
C. Joe Hahn
D. Tommy Lee Jones",B,Đạo diễn của 'Jurassic Park III' là Joe Johnston.
2-hop_CoActor,Corey Hawkins và Donald Trump có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'BlacKkKlansman'."
2-hop_CoActor,Bill Paxton và Linda Hamilton có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Terminator'."
1-hop_YesNo,Andrew Rannells có tham gia bộ phim 'The Intern' không?,Yes,"Đúng, Andrew Rannells là diễn viên trong phim The Intern."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Indiana Jones and the Kingdom of the Crystal Skull' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Indiana Jones and the Kingdom of the Crystal Skull."
2-hop_CoActor,Emily Stofle và Teresa Barrick có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
Family,Cha/Mẹ của Patrick Schwarzenegger là ai?,Arnold Schwarzenegger,Arnold Schwarzenegger là cha/mẹ của Patrick Schwarzenegger.
2-hop_CoActor,Adam Driver và Donald Trump có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'BlacKkKlansman'."
MCQ_Director,"Ai là đạo diễn của phim 'The Fabelmans'?
A. Joss Whedon
B. Steven Spielberg
C. Peyton Reed
D. Akiva Schaffer",B,Đạo diễn của 'The Fabelmans' là Steven Spielberg.
2-hop_CoActor,Emily Stofle và John Murray có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Abigail Breslin và Arnold Schwarzenegger có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Maggie'."
2-hop_CoActor,Scott Eastwood và LaKeith Stanfield có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Snowden'."
MCQ_Director,"Ai là đạo diễn của phim 'Sex and the City'?
A. Rob Marshall
B. Sean Penn
C. Michael Patrick King
D. Bradley Cooper",C,Đạo diễn của 'Sex and the City' là Michael Patrick King.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Sully' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Sully."
Family_YesNo,Anton Yelchin có phải là cha/mẹ của Irina Korina không?,No,"Sai, Anton Yelchin là con của Irina Korina."
2-hop_CoActor,Chris Hardwick và Claire Danes có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Terminator 3: Rise of the Machines'."
2-hop_CoActor,Allison Janney và Donald Trump có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Bombshell'."
2-hop_CoActor,Emily Stofle và Rumer Willis có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Stone Cold Steve Austin và Sylvester Stallone có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Expendables'."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'The Green Hornet' không?,No,"Sai, Martha Lynch Levacy không tham gia phim The Green Hornet."
MCQ_Director,"Ai là đạo diễn của phim 'Savages'?
A. Jaume Collet-Serra
B. Joe Hahn
C. Jodie Foster
D. Oliver Stone",D,Đạo diễn của 'Savages' là Oliver Stone.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Dune' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Dune."
MCQ_Director,"Ai là đạo diễn của phim 'F9'?
A. Rich Moore
B. Maggie Gyllenhaal
C. Martin Scorsese
D. Justin Lin",D,Đạo diễn của 'F9' là Justin Lin.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Heat' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Heat."
2-hop_CoActor,Emily Stofle và Stan Love có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Michael Jackson's This Is It' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Michael Jackson's This Is It."
Family,Cha/Mẹ của Julia Roberts là ai?,Walter Grady Roberts,Walter Grady Roberts là cha/mẹ của Julia Roberts.
MCQ_Director,"Ai là đạo diễn của phim 'Pilot'?
A. Tim Miller
B. Ryan Murphy
C. Joe Hahn
D. Seth Rogen",B,Đạo diễn của 'Pilot' là Ryan Murphy.
2-hop_CoActor,Arnold Schwarzenegger và Bruce Willis có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Expendables 2'."
1-hop_YesNo,Arnold Schwarzenegger có tham gia bộ phim 'Sabotage' không?,Yes,"Đúng, Arnold Schwarzenegger là diễn viên trong phim Sabotage."
Family,Cha/Mẹ của Brandon Lee là ai?,Bruce Lee,Bruce Lee là cha/mẹ của Brandon Lee.
2-hop_CoActor,Bill Paxton và Jamie Lee Curtis có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'True Lies'."
MCQ_Director,"Ai là đạo diễn của phim 'After Earth'?
A. Dustin Nguyen
B. Jennifer Lee
C. M. Night Shyamalan
D. Brad Bird",C,Đạo diễn của 'After Earth' là M. Night Shyamalan.
1-hop_YesNo,Al Pacino có tham gia bộ phim 'The Irishman' không?,Yes,"Đúng, Al Pacino là diễn viên trong phim The Irishman."
Family_YesNo,Demián Bichir có phải là cha/mẹ của Alejandro Bichir không?,No,"Sai, Demián Bichir là con của Alejandro Bichir."
Family,Cha/Mẹ của Joaquin Phoenix là ai?,Arlyn Phoenix,Arlyn Phoenix là cha/mẹ của Joaquin Phoenix.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Leaving Las Vegas' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Leaving Las Vegas."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Captain America: The Winter Soldier' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Captain America: The Winter Soldier."
MCQ_Director,"Ai là đạo diễn của phim 'Incredibles 2'?
A. Tim Miller
B. Taylor Swift
C. Steve Carr
D. Brad Bird",D,Đạo diễn của 'Incredibles 2' là Brad Bird.
Family,Cha/Mẹ của John Travolta là ai?,Salvatore Travolta,Salvatore Travolta là cha/mẹ của John Travolta.
1-hop_YesNo,Zoey Deutch có tham gia bộ phim 'Dirty Grandpa' không?,Yes,"Đúng, Zoey Deutch là diễn viên trong phim Dirty Grandpa."
Family_YesNo,Tony Goldwyn có phải là cha/mẹ của Samuel Goldwyn Jr. không?,No,"Sai, Tony Goldwyn là con của Samuel Goldwyn Jr.."
Family,Cha/Mẹ của Julia Roberts là ai?,Betty Lou Bredemus,Betty Lou Bredemus là cha/mẹ của Julia Roberts.
2-hop_CoActor,Emily Stofle và Suze Rotolo có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Emily Stofle và Sophia Rose Stallone có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
MCQ_Director,"Ai là đạo diễn của phim 'Toy Story 4'?
A. Alan Taylor
B. Charlie Kaufman
C. Barry Jenkins
D. Josh Cooley",D,Đạo diễn của 'Toy Story 4' là Josh Cooley.
Family,Cha/Mẹ của Harrison Ford là ai?,Henry Ford,Henry Ford là cha/mẹ của Harrison Ford.
2-hop_CoActor,Stephen Colbert và David Letterman có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Miss Americana'."
Family,Cha/Mẹ của Kieran Culkin là ai?,Kit Culkin,Kit Culkin là cha/mẹ của Kieran Culkin.
MCQ_Director,"Ai là đạo diễn của phim 'A Christmas Carol'?
A. Joe Johnston
B. Robert Zemeckis
C. Sylvester Stallone
D. Denzel Washington",B,Đạo diễn của 'A Christmas Carol' là Robert Zemeckis.
2-hop_CoActor,Linda Hamilton và Arnold Schwarzenegger có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Terminator 2: Judgment Day'."
2-hop_CoActor,Emily Stofle và Amos Mefford Hanks có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,Emily Stofle và Mickey Kelly có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'Transformers One' không?,No,"Sai, Martha Lynch Levacy không tham gia phim Transformers One."
Family_YesNo,Taylor Lautner có phải là cha/mẹ của Deborah C. Bos không?,No,"Sai, Taylor Lautner là con của Deborah C. Bos."
Family,Cha/Mẹ của Joseph Gordon-Levitt là ai?,Q132830262,Q132830262 là cha/mẹ của Joseph Gordon-Levitt.
2-hop_CoActor,Allison Janney và Jennifer Morrison có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Bombshell'."
Family,Cha/Mẹ của Carrie Fisher là ai?,Debbie Reynolds,Debbie Reynolds là cha/mẹ của Carrie Fisher.
2-hop_CoActor,Lisa Kudrow và Isaac Hayes có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Dr. Dolittle 2'."
1-hop_YesNo,Ben Stiller có tham gia bộ phim 'Little Fockers' không?,Yes,"Đúng, Ben Stiller là diễn viên trong phim Little Fockers."
2-hop_CoActor,Terry Crews và Arnold Schwarzenegger có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'The Expendables'."
1-hop_YesNo,Jon Stewart có tham gia bộ phim 'The Adjustment Bureau' không?,Yes,"Đúng, Jon Stewart là diễn viên trong phim The Adjustment Bureau."
Family,Cha/Mẹ của Mariah Carey là ai?,Patricia Hickey Carey,Patricia Hickey Carey là cha/mẹ của Mariah Carey.
MCQ_Director,"Ai là đạo diễn của phim 'Split'?
A. James Wan
B. M. Night Shyamalan
C. Michael Jackson
D. Steven C. Miller",B,Đạo diễn của 'Split' là M. Night Shyamalan.
1-hop_YesNo,Brian Tyree Henry có tham gia bộ phim 'Joker' không?,Yes,"Đúng, Brian Tyree Henry là diễn viên trong phim Joker."
Family_YesNo,Robin Williams có phải là cha/mẹ của Robert Williams không?,No,"Sai, Robin Williams là con của Robert Williams."
Family,Cha/Mẹ của John Cena là ai?,John Cena Sr.,John Cena Sr. là cha/mẹ của John Cena.
1-hop_YesNo,Seth Rogen có tham gia bộ phim 'The Fabelmans' không?,Yes,"Đúng, Seth Rogen là diễn viên trong phim The Fabelmans."
MCQ_Director,"Ai là đạo diễn của phim 'Wicked: For Good'?
A. Gary Trousdale
B. Richard Kelly
C. Ava DuVernay
D. Jon M. Chu",D,Đạo diễn của 'Wicked: For Good' là Jon M. Chu.
Family,Cha/Mẹ của Sylvester Stallone là ai?,Jackie Stallone,Jackie Stallone là cha/mẹ của Sylvester Stallone.
Family_YesNo,James Gunn có phải là cha/mẹ của James Gunn Sr. không?,No,"Sai, James Gunn là con của James Gunn Sr.."
Family,Cha/Mẹ của Johnny Depp là ai?,Betty Sue Wells,Betty Sue Wells là cha/mẹ của Johnny Depp.
MCQ_Director,"Ai là đạo diễn của phim 'Terminator Genisys'?
A. Drew Pearce
B. Lin-Manuel Miranda
C. Alan Taylor
D. Natalie Portman",C,Đạo diễn của 'Terminator Genisys' là Alan Taylor.
1-hop_YesNo,Robert De Niro có tham gia bộ phim 'The Score' không?,Yes,"Đúng, Robert De Niro là diễn viên trong phim The Score."
MCQ_Director,"Ai là đạo diễn của phim 'Fast & Furious'?
A. Brett Ratner
B. Justin Lin
C. Mike Mitchell
D. Stephane Gauger",B,Đạo diễn của 'Fast & Furious' là Justin Lin.
2-hop_CoActor,Allison Janney và Brooke Smith có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Bombshell'."
MCQ_Director,"Ai là đạo diễn của phim 'The Twilight Saga: Breaking Dawn – Part 2'?
A. Q361336
B. Stan Winston
C. Robert Zemeckis
D. Jackie Chan",A,Đạo diễn của 'The Twilight Saga: Breaking Dawn – Part 2' là Q361336.
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'The Color Purple' không?,No,"Sai, Martha Lynch Levacy không tham gia phim The Color Purple."
2-hop_CoActor,Emily Stofle và Susan Brown có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
1-hop_YesNo,Arnold Schwarzenegger có tham gia bộ phim 'My Name Is Khan' không?,Yes,"Đúng, Arnold Schwarzenegger là diễn viên trong phim My Name Is Khan."
1-hop_YesNo,Martha Lynch Levacy có tham gia bộ phim 'MacGruber' không?,No,"Sai, Martha Lynch Levacy không tham gia phim MacGruber."
Family_YesNo,Alex Wolff có phải là cha/mẹ của Polly Draper không?,No,"Sai, Alex Wolff là con của Polly Draper."
2-hop_CoActor,Emily Stofle và Christopher Schwarzenegger có từng đóng chung phim nào không?,No,"Không, không tìm thấy phim chung nào giữa họ."
2-hop_CoActor,LaKeith Stanfield và Shailene Woodley có từng đóng chung phim nào không?,Yes,"Có, họ cùng đóng trong phim 'Snowden'."
1-hop_YesNo,Martin Scorsese có tham gia bộ phim 'The Aviator' không?,Yes,"Đúng, Martin Scorsese là diễn viên trong phim The Aviator."
1-hop_YesNo,Rob Schneider có tham gia bộ phim 'Jack and Jill' không?,Yes,"Đúng, Rob Schneider là diễn viên trong phim Jack and Jill."
1-hop_YesNo,"Martha Lynch Levacy có tham gia bộ phim 'Definitely, Maybe' không?",No,"Sai, Martha Lynch Levacy không tham gia phim Definitely, Maybe."
Family,Cha/Mẹ của James Gunn là ai?,Leota Gunn,Leota Gunn là cha/mẹ của James Gunn.
